test,n,success_to_Hqql_rate,flip_rate,mean_delta_margin
3A_real_hqql_hadron,35,0.6857142857142857,0.7142857142857143,2.3936070578438895
3A_control_qcd_hadron,35,0.5714285714285714,0.6857142857142857,2.395850144113813
