head_id,group,role,events,top1_count,top1_rate,top3_count,top3_rate,mean_activation_norm
L1_ch32:48,A_protected_highiso,hadron_neighbor,32,20,0.625,50,0.5208333333333334,20.26935474395752
L1_ch32:48,A_protected_highiso,photon_neighbor,32,5,0.15625,17,0.17708333333333334,19.554881432477167
L1_ch32:48,A_protected_highiso,nearest_hadron_to_best_lepton,32,3,0.09375,12,0.125,19.475446383158367
L1_ch32:48,A_protected_highiso,particle0_best_lepton,32,2,0.0625,9,0.09375,17.742888026767307
L1_ch32:48,A_protected_highiso,hard_hadron,32,2,0.0625,5,0.052083333333333336,20.741849899291992
L1_ch32:48,A_protected_highiso,hardest_hadron,32,0,0.0,3,0.03125,16.199146270751953
L1_ch32:48,B_confused_highiso,hadron_neighbor,11,6,0.5454545454545454,15,0.45454545454545453,25.51430320739746
L1_ch32:48,B_confused_highiso,nearest_hadron_to_best_lepton,11,2,0.18181818181818182,3,0.09090909090909091,22.025415420532227
L1_ch32:48,B_confused_highiso,photon_neighbor,11,1,0.09090909090909091,6,0.18181818181818182,23.91729482014974
L1_ch32:48,B_confused_highiso,hard_hadron,11,1,0.09090909090909091,5,0.15151515151515152,21.220462799072266
L1_ch32:48,B_confused_highiso,particle0,11,1,0.09090909090909091,1,0.030303030303030304,50.81154251098633
L1_ch32:48,B_confused_highiso,particle0_best_lepton,11,0,0.0,3,0.09090909090909091,19.84382692972819
L1_ch32:48,C_Tbl_correct,hadron_neighbor,128,57,0.4453125,166,0.4322916666666667,25.17059593315584
L1_ch32:48,C_Tbl_correct,particle0_best_lepton,128,24,0.1875,53,0.13802083333333334,24.44352819334786
L1_ch32:48,C_Tbl_correct,nearest_hadron_to_best_lepton,128,21,0.1640625,49,0.12760416666666666,24.36396343854009
L1_ch32:48,C_Tbl_correct,hard_hadron,128,14,0.109375,45,0.1171875,23.559931818644205
L1_ch32:48,C_Tbl_correct,photon_neighbor,128,8,0.0625,51,0.1328125,24.385227334265615
L1_ch32:48,C_Tbl_correct,particle0,128,3,0.0234375,8,0.020833333333333332,23.565409421920776
L1_ch32:48,C_Tbl_correct,hardest_hadron,128,1,0.0078125,7,0.018229166666666668,20.81492587498256
L1_ch32:48,C_Tbl_correct,second_lepton,128,0,0.0,3,0.0078125,23.37200101216634
L1_ch32:48,C_Tbl_correct,best_lepton,128,0,0.0,2,0.005208333333333333,19.015506744384766
L1_ch80:96,A_protected_highiso,hadron_neighbor,32,20,0.625,44,0.4583333333333333,35.65003091638739
L1_ch80:96,A_protected_highiso,photon_neighbor,32,10,0.3125,43,0.4479166666666667,30.43802270223928
L1_ch80:96,A_protected_highiso,hard_hadron,32,1,0.03125,5,0.052083333333333336,27.40600166320801
L1_ch80:96,A_protected_highiso,other_lepton,32,1,0.03125,1,0.010416666666666666,31.179973602294922
L1_ch80:96,A_protected_highiso,nearest_hadron_to_best_lepton,32,0,0.0,1,0.010416666666666666,33.774986267089844
L1_ch80:96,A_protected_highiso,particle0_best_lepton,32,0,0.0,1,0.010416666666666666,23.567541122436523
L1_ch80:96,A_protected_highiso,second_lepton,32,0,0.0,1,0.010416666666666666,28.215885162353516
L1_ch80:96,B_confused_highiso,hadron_neighbor,11,5,0.45454545454545453,14,0.42424242424242425,41.97663852146694
L1_ch80:96,B_confused_highiso,photon_neighbor,11,4,0.36363636363636365,11,0.3333333333333333,36.62760405106978
L1_ch80:96,B_confused_highiso,hard_hadron,11,2,0.18181818181818182,7,0.21212121212121213,32.29794066292899
L1_ch80:96,B_confused_highiso,particle0_best_lepton,11,0,0.0,1,0.030303030303030304,26.65127944946289
L1_ch80:96,C_Tbl_correct,hadron_neighbor,128,65,0.5078125,158,0.4114583333333333,40.81491361690473
L1_ch80:96,C_Tbl_correct,photon_neighbor,128,44,0.34375,158,0.4114583333333333,30.70910170108457
L1_ch80:96,C_Tbl_correct,particle0_best_lepton,128,6,0.046875,21,0.0546875,30.018819899786088
L1_ch80:96,C_Tbl_correct,hard_hadron,128,5,0.0390625,24,0.0625,28.69043469429016
L1_ch80:96,C_Tbl_correct,nearest_hadron_to_best_lepton,128,3,0.0234375,11,0.028645833333333332,34.488046646118164
L1_ch80:96,C_Tbl_correct,hardest_hadron,128,3,0.0234375,4,0.010416666666666666,31.85262966156006
L1_ch80:96,C_Tbl_correct,other_lepton,128,1,0.0078125,4,0.010416666666666666,36.9077205657959
L1_ch80:96,C_Tbl_correct,second_lepton,128,1,0.0078125,4,0.010416666666666666,31.147650241851807
L2_ch0:32,A_protected_highiso,particle0_best_lepton,32,25,0.78125,30,0.3125,3.782160770893097
L2_ch0:32,A_protected_highiso,hard_hadron,32,2,0.0625,31,0.3229166666666667,1.6204360473540522
L2_ch0:32,A_protected_highiso,hardest_hadron,32,2,0.0625,14,0.14583333333333334,1.7825126349925995
L2_ch0:32,A_protected_highiso,photon_neighbor,32,2,0.0625,13,0.13541666666666666,1.7176699959314787
L2_ch0:32,A_protected_highiso,particle0,32,1,0.03125,1,0.010416666666666666,4.670766353607178
L2_ch0:32,A_protected_highiso,hadron_neighbor,32,0,0.0,5,0.052083333333333336,1.4235820174217224
L2_ch0:32,A_protected_highiso,best_lepton,32,0,0.0,1,0.010416666666666666,2.873298406600952
L2_ch0:32,A_protected_highiso,second_lepton,32,0,0.0,1,0.010416666666666666,1.1693326234817505
L2_ch0:32,B_confused_highiso,particle0_best_lepton,11,10,0.9090909090909091,10,0.30303030303030304,3.408856451511383
L2_ch0:32,B_confused_highiso,particle0,11,1,0.09090909090909091,1,0.030303030303030304,7.809487342834473
L2_ch0:32,B_confused_highiso,hadron_neighbor,11,0,0.0,7,0.21212121212121213,1.4052152803965978
L2_ch0:32,B_confused_highiso,hard_hadron,11,0,0.0,6,0.18181818181818182,1.5097121198972066
L2_ch0:32,B_confused_highiso,hardest_hadron,11,0,0.0,4,0.12121212121212122,2.0070107877254486
L2_ch0:32,B_confused_highiso,second_lepton,11,0,0.0,3,0.09090909090909091,1.752898931503296
L2_ch0:32,B_confused_highiso,nearest_hadron_to_best_lepton,11,0,0.0,2,0.06060606060606061,1.16142737865448
L2_ch0:32,C_Tbl_correct,particle0_best_lepton,128,97,0.7578125,107,0.2786458333333333,3.146407407020854
L2_ch0:32,C_Tbl_correct,best_lepton,128,15,0.1171875,19,0.049479166666666664,2.1775028705596924
L2_ch0:32,C_Tbl_correct,second_lepton,128,7,0.0546875,28,0.07291666666666667,2.0096704832145145
L2_ch0:32,C_Tbl_correct,photon_neighbor,128,4,0.03125,41,0.10677083333333333,1.072463028314637
L2_ch0:32,C_Tbl_correct,particle0,128,2,0.015625,11,0.028645833333333332,1.2013145251707598
L2_ch0:32,C_Tbl_correct,hard_hadron,128,1,0.0078125,61,0.15885416666666666,1.0325728798987435
L2_ch0:32,C_Tbl_correct,hardest_hadron,128,1,0.0078125,54,0.140625,1.0535400791300669
L2_ch0:32,C_Tbl_correct,nearest_hadron_to_best_lepton,128,1,0.0078125,24,0.0625,0.903676393131415
L2_ch0:32,C_Tbl_correct,hadron_neighbor,128,0,0.0,39,0.1015625,0.8186014447456751
L2_ch128:160,A_protected_highiso,particle0_best_lepton,32,31,0.96875,31,0.3229166666666667,5.985347501693234
L2_ch128:160,A_protected_highiso,best_lepton,32,1,0.03125,1,0.010416666666666666,6.060782432556152
L2_ch128:160,A_protected_highiso,hard_hadron,32,0,0.0,25,0.2604166666666667,1.1789404225349427
L2_ch128:160,A_protected_highiso,hardest_hadron,32,0,0.0,15,0.15625,1.4397446910540264
L2_ch128:160,A_protected_highiso,hadron_neighbor,32,0,0.0,11,0.11458333333333333,1.0473845384337686
L2_ch128:160,A_protected_highiso,photon_neighbor,32,0,0.0,10,0.10416666666666667,1.3433927714824676
L2_ch128:160,A_protected_highiso,second_lepton,32,0,0.0,2,0.020833333333333332,2.4730976819992065
L2_ch128:160,A_protected_highiso,particle0,32,0,0.0,1,0.010416666666666666,3.382632255554199
L2_ch128:160,B_confused_highiso,particle0_best_lepton,11,10,0.9090909090909091,10,0.30303030303030304,7.360779857635498
L2_ch128:160,B_confused_highiso,best_lepton,11,1,0.09090909090909091,1,0.030303030303030304,5.9287309646606445
L2_ch128:160,B_confused_highiso,hard_hadron,11,0,0.0,6,0.18181818181818182,1.011869842807452
L2_ch128:160,B_confused_highiso,hadron_neighbor,11,0,0.0,4,0.12121212121212122,1.1179656237363815
L2_ch128:160,B_confused_highiso,second_lepton,11,0,0.0,4,0.12121212121212122,1.3946332037448883
L2_ch128:160,B_confused_highiso,hardest_hadron,11,0,0.0,3,0.09090909090909091,1.4063103000322978
L2_ch128:160,B_confused_highiso,nearest_hadron_to_best_lepton,11,0,0.0,2,0.06060606060606061,0.8787687718868256
L2_ch128:160,B_confused_highiso,other_lepton,11,0,0.0,1,0.030303030303030304,2.113520860671997
L2_ch128:160,B_confused_highiso,particle0,11,0,0.0,1,0.030303030303030304,1.6803498268127441
L2_ch128:160,B_confused_highiso,photon_neighbor,11,0,0.0,1,0.030303030303030304,1.8076846599578857
L2_ch128:160,C_Tbl_correct,particle0_best_lepton,128,104,0.8125,105,0.2734375,6.429164598101662
L2_ch128:160,C_Tbl_correct,best_lepton,128,21,0.1640625,21,0.0546875,5.143025239308675
L2_ch128:160,C_Tbl_correct,second_lepton,128,3,0.0234375,35,0.09114583333333333,1.8974587781088692
L2_ch128:160,C_Tbl_correct,photon_neighbor,128,0,0.0,56,0.14583333333333334,1.02082511516554
L2_ch128:160,C_Tbl_correct,hadron_neighbor,128,0,0.0,52,0.13541666666666666,0.9891080741698925
L2_ch128:160,C_Tbl_correct,hard_hadron,128,0,0.0,51,0.1328125,0.9452739264450821
L2_ch128:160,C_Tbl_correct,hardest_hadron,128,0,0.0,41,0.10677083333333333,1.0238111149973985
L2_ch128:160,C_Tbl_correct,nearest_hadron_to_best_lepton,128,0,0.0,15,0.0390625,1.0986348569393158
L2_ch128:160,C_Tbl_correct,particle0,128,0,0.0,7,0.018229166666666668,1.0547323184353965
L2_ch128:160,C_Tbl_correct,other_lepton,128,0,0.0,1,0.0026041666666666665,1.2396444082260132
L2_ch160:192,A_protected_highiso,particle0_best_lepton,32,31,0.96875,31,0.3229166666666667,5.139705919450329
L2_ch160:192,A_protected_highiso,best_lepton,32,1,0.03125,1,0.010416666666666666,6.423102378845215
L2_ch160:192,A_protected_highiso,hard_hadron,32,0,0.0,20,0.20833333333333334,1.2824897043406964
L2_ch160:192,A_protected_highiso,hadron_neighbor,32,0,0.0,17,0.17708333333333334,1.0093547210973852
L2_ch160:192,A_protected_highiso,photon_neighbor,32,0,0.0,16,0.16666666666666666,1.1064391769468784
L2_ch160:192,A_protected_highiso,hardest_hadron,32,0,0.0,8,0.08333333333333333,1.4747611805796623
L2_ch160:192,A_protected_highiso,second_lepton,32,0,0.0,3,0.03125,1.4054952065149944
L2_ch160:192,B_confused_highiso,particle0_best_lepton,11,10,0.9090909090909091,10,0.30303030303030304,5.8181119680404665
L2_ch160:192,B_confused_highiso,best_lepton,11,1,0.09090909090909091,1,0.030303030303030304,5.99428653717041
L2_ch160:192,B_confused_highiso,hadron_neighbor,11,0,0.0,6,0.18181818181818182,1.3141222794850667
L2_ch160:192,B_confused_highiso,photon_neighbor,11,0,0.0,6,0.18181818181818182,0.9997906585534414
L2_ch160:192,B_confused_highiso,hard_hadron,11,0,0.0,4,0.12121212121212122,1.2681495733559132
L2_ch160:192,B_confused_highiso,second_lepton,11,0,0.0,3,0.09090909090909091,2.192033847173055
L2_ch160:192,B_confused_highiso,hardest_hadron,11,0,0.0,2,0.06060606060606061,1.7198965400457382
L2_ch160:192,B_confused_highiso,particle0,11,0,0.0,1,0.030303030303030304,1.8003088235855103
L2_ch160:192,C_Tbl_correct,particle0_best_lepton,128,100,0.78125,107,0.2786458333333333,4.569613066789146
L2_ch160:192,C_Tbl_correct,best_lepton,128,21,0.1640625,21,0.0546875,3.840391374769665
L2_ch160:192,C_Tbl_correct,second_lepton,128,5,0.0390625,23,0.059895833333333336,2.199932388637377
L2_ch160:192,C_Tbl_correct,hadron_neighbor,128,2,0.015625,71,0.18489583333333334,1.1703063887609562
L2_ch160:192,C_Tbl_correct,photon_neighbor,128,0,0.0,80,0.20833333333333334,1.2054045005701481
L2_ch160:192,C_Tbl_correct,nearest_hadron_to_best_lepton,128,0,0.0,41,0.10677083333333333,1.191802078630866
L2_ch160:192,C_Tbl_correct,hard_hadron,128,0,0.0,26,0.06770833333333333,1.207077022928458
L2_ch160:192,C_Tbl_correct,hardest_hadron,128,0,0.0,14,0.036458333333333336,1.5379861678395952
L2_ch160:192,C_Tbl_correct,particle0,128,0,0.0,1,0.0026041666666666665,3.285447597503662
