event_idx,group,head_id,rank,particle_idx,particle_activation_norm,pid,pt,charge,is_second_lepton_like,particle_role,best_lepton_idx,second_lepton_idx,nearest_hadron_to_best_lepton_idx,hardest_hadron_idx
20495,C_Tbl_correct,L2_ch128:160,2,5,2.2948193550109863,charged_hadron,17.937631607055664,-1.0,,nearest_hadron_to_best_lepton,2,4,5,0
20495,C_Tbl_correct,L2_ch128:160,3,4,1.4126759767532349,muon,20.08660888671875,-1.0,,second_lepton,2,4,5,0
20496,C_Tbl_correct,L2_ch128:160,1,0,6.087006568908691,electron,238.28724670410156,1.0,,particle0_best_lepton,0,,24,1
20496,C_Tbl_correct,L2_ch128:160,2,27,1.3961790800094604,charged_hadron,2.9201574325561523,-1.0,,hadron_neighbor,0,,24,1
20496,C_Tbl_correct,L2_ch128:160,3,32,1.2383233308792114,photon,2.0957374572753906,0.0,,photon_neighbor,0,,24,1
20497,C_Tbl_correct,L2_ch128:160,1,0,7.98997688293457,muon,332.51971435546875,1.0,,particle0_best_lepton,0,,11,1
20497,C_Tbl_correct,L2_ch128:160,2,10,3.013852596282959,photon,4.5389227867126465,0.0,,photon_neighbor,0,,11,1
20497,C_Tbl_correct,L2_ch128:160,3,12,1.5170674324035645,charged_hadron,3.159674644470215,-1.0,,hadron_neighbor,0,,11,1
20498,C_Tbl_correct,L2_ch128:160,1,1,3.5935065746307373,muon,126.635009765625,-1.0,,best_lepton,1,,5,0
20498,C_Tbl_correct,L2_ch128:160,2,5,0.8858283758163452,neutral_hadron,20.479129791259766,0.0,,nearest_hadron_to_best_lepton,1,,5,0
20498,C_Tbl_correct,L2_ch128:160,3,2,0.7085744738578796,charged_hadron,109.99597930908203,-1.0,,hard_hadron,1,,5,0
20499,C_Tbl_correct,L2_ch128:160,1,1,4.309217929840088,electron,89.83689880371094,1.0,,best_lepton,1,,11,0
20499,C_Tbl_correct,L2_ch128:160,2,2,0.722347617149353,charged_hadron,80.7316665649414,1.0,,hard_hadron,1,,11,0
20499,C_Tbl_correct,L2_ch128:160,3,9,0.5177441835403442,charged_hadron,10.468526840209961,-1.0,,hadron_neighbor,1,,11,0
20500,C_Tbl_correct,L2_ch128:160,1,0,9.528607368469238,electron,329.0126953125,1.0,,particle0_best_lepton,0,12,11,1
20500,C_Tbl_correct,L2_ch128:160,2,12,1.8238632678985596,electron,5.570647716522217,-1.0,,second_lepton,0,12,11,1
20500,C_Tbl_correct,L2_ch128:160,3,14,1.2396444082260132,electron,4.159213066101074,-1.0,,other_lepton,0,12,11,1
20501,C_Tbl_correct,L2_ch128:160,1,0,8.017021179199219,electron,133.78932189941406,-1.0,,particle0_best_lepton,0,,19,1
20501,C_Tbl_correct,L2_ch128:160,2,15,0.9908710718154907,charged_hadron,7.8665618896484375,-1.0,,hadron_neighbor,0,,19,1
20501,C_Tbl_correct,L2_ch128:160,3,20,0.90904301404953,charged_hadron,5.991743564605713,-1.0,,hadron_neighbor,0,,19,1
20502,C_Tbl_correct,L2_ch128:160,1,0,9.232831001281738,muon,278.8143310546875,-1.0,,particle0_best_lepton,0,4,15,1
20502,C_Tbl_correct,L2_ch128:160,2,4,1.6596145629882812,muon,15.490090370178223,1.0,,second_lepton,0,4,15,1
20502,C_Tbl_correct,L2_ch128:160,3,2,0.7851399183273315,photon,47.30662155151367,0.0,,photon_neighbor,0,4,15,1
20503,C_Tbl_correct,L2_ch128:160,1,4,3.9892842769622803,electron,45.02203369140625,1.0,,best_lepton,4,6,15,0
