patch,layer,group,delta_top_logit,logit_rel,kl,top1_match,neurons,score_sum
cls_block_zero,0,cls_block,1.946976900100708,1.0,0.44914087653160095,0.125,,
particle_block_skip,0,block,1.5605274438858032,1.3354898691177368,0.9388766288757324,0.125,,
particle_block_skip,1,block,0.8208507299423218,1.0645020008087158,0.610656201839447,0.125,,
mlp_top_group_zero,1,top16,-0.10213398933410645,0.19182425737380981,0.0210235808044672,1.0,"[2, 155, 111, 6, 69, 185, 233, 117, 140, 252, 202, 161, 119, 90, 146, 203]",6.672449111938477
mlp_top_group_zero,0,top16,0.022303462028503418,0.2876519560813904,0.05363626778125763,0.75,"[9, 44, 182, 12, 215, 249, 239, 162, 84, 34, 135, 200, 146, 103, 14, 96]",8.737736701965332
pair_embed_zero,,pair_bias,-0.0064237117767333984,0.01766846887767315,0.00015736790373921394,1.0,,
