particle_role,head_id,class_label,A_n,A_flow,B_n,B_flow,C_n,C_flow,B_minus_A,B_minus_C,trigger_score,loss_score,anomaly_score,diagnosis
hardest_hadron,L2_ch0:32,label_Tbl,14,2.1394550668609322,4,1.145376901127591,54,1.8655313509035665,-0.9940781657333413,-0.7201544497759755,0.577900528561726,0.0,0.7158898144780054,target_like_trigger_candidate
particle0_best_lepton,L2_ch0:32,label_Hqql,30,6.359356028717504,10,5.658850722546911,107,6.095052919780924,-0.7005053061705926,-0.4362021972340129,0.0,0.7005053061705926,0.3055619537256974,source_evidence_loss_candidate
second_lepton,L2_ch128:160,label_Tbl,2,3.0085767935584045,4,2.164468793258415,35,2.9942935723402657,-0.8441080002999897,-0.8298247790818509,0.46130537194033233,0.0,0.7004617348701618,target_like_trigger_candidate
photon_neighbor,L2_ch160:192,label_Tbl,16,0.5452703325125179,6,-0.09389267549809925,80,0.9776867682773224,-0.6391630080106171,-1.0715794437754216,0.30853897972927957,0.0,0.6849139406058424,anomalous_third_topology_candidate
photon_neighbor,L2_ch128:160,label_Tbl,10,2.051905363344018,1,3.0088402567502612,56,2.551173259037173,0.9569348934062432,0.4576669977130883,0.6564838848019224,0.0,0.4379575196721295,target_like_trigger_candidate
nearest_hadron_to_best_lepton,L2_ch128:160,label_Hqql,0,0.0,2,1.0586685470887431,15,0.4640446749032596,1.0586685470887431,0.5946238721854835,0.0,0.0,0.6295095908308883,anomalous_third_topology_candidate
hard_hadron,L2_ch32:64,label_Tbl,25,0.07390636785024426,5,0.6723535421233862,66,0.8173028378537841,0.5984471742731419,-0.14494929573039794,0.5226844337166688,0.0,0.08674449644273864,target_like_trigger_candidate
hadron_neighbor,L2_ch32:64,label_Hqql,8,0.2054523331246596,6,-0.3158133335438982,45,-0.026376355527111053,-0.5212656666685578,-0.28943697801678714,0.0,0.5212656666685578,0.15087355930445326,source_evidence_loss_candidate
hadron_neighbor,L2_ch128:160,label_Hqql,11,1.8819701271352083,4,1.3933796057118144,52,0.5845284181974122,-0.4885905214233939,0.8088511875144022,0.0,0.4885905214233939,0.39519702346159313,source_evidence_loss_candidate
hard_hadron,L2_ch128:160,label_Tbl,25,1.9985493404362191,6,1.4403414239520391,51,1.7987144878095187,-0.55820791648418,-0.3583730638574796,0.4109385936283165,0.0,0.20004668129993566,target_like_trigger_candidate
hardest_hadron,L2_ch0:32,label_Hqql,14,3.1709554522541055,4,2.8349615938386847,54,2.1542583620767126,-0.33599385841542073,0.6807032317619721,0.0,0.33599385841542073,0.2287121052755514,source_evidence_loss_candidate
particle0_best_lepton,L2_ch160:192,label_Tbl,31,2.7464325862098855,10,3.1225621069824685,107,2.3657168202694234,0.376129520772583,0.7568452867130451,0.21409370740681405,0.0,0.2846718549903658,anomalous_third_topology_candidate
hard_hadron,L2_ch0:32,label_Tbl,31,1.357041022816238,6,1.630970781491488,61,1.5961815322522699,0.27392975867525005,0.03478924923921811,0.2647203368962757,0.0,0.009529810648592143,target_like_trigger_candidate
other_lepton,L2_ch32:64,label_Tbl,0,0.0,1,-0.29883997200366963,2,0.49153891537019234,-0.29883997200366963,-0.790378887373862,0.1669143744439535,0.0,0.23619680457509645,anomalous_third_topology_candidate
