layer,class_id,class_label,n_events,k,neighbor_dr_mean,neighbor_dr_p90,neighbor_dr_max,neighbor_pt_mean,neighbor_pt_p90,neighbor_pt_max,neighbor_energy_mean,neighbor_energy_p90,neighbor_energy_max
0,0,label_QCD,128,16,0.16765908896923065,0.4240003526210785,2.488744020462036,19.26658058166504,46.86615753173828,597.2748413085938,28.331212997436523,68.2885971069336,786.1725463867188
0,1,label_Hbb,128,16,0.1899590790271759,0.3892848491668701,0.9922600388526917,16.672212600708008,41.22587203979492,355.6722412109375,23.504396438598633,56.9787483215332,646.45263671875
0,2,label_Hcc,128,16,0.19816097617149353,0.3896290957927704,0.8274053335189819,17.573110580444336,43.379005432128906,513.04150390625,25.325546264648438,61.13985061645508,872.6038208007812
0,3,label_Hgg,128,16,0.1734844446182251,0.32766732573509216,1.2600122690200806,13.10244369506836,30.486421585083008,255.87362670898438,19.832897186279297,45.486534118652344,734.6737670898438
0,4,label_H4q,128,16,0.1761191189289093,0.334867000579834,0.8964717388153076,14.180004119873047,33.54653549194336,254.09132385253906,21.089448928833008,48.33549880981445,633.61962890625
0,5,label_Hqql,128,16,0.16333924233913422,0.32699018716812134,1.3614755868911743,23.32917594909668,50.53858184814453,526.1699829101562,32.82369613647461,68.57367706298828,1872.2833251953125
0,6,label_Zqq,128,16,0.15674342215061188,0.31991007924079895,0.9202675819396973,20.015668869018555,51.030494689941406,366.06842041015625,29.524654388427734,73.92948150634766,1110.8665771484375
0,7,label_Wqq,128,16,0.13311250507831573,0.2564868628978729,1.2953068017959595,21.938203811645508,53.766273498535156,425.6888732910156,36.46458053588867,87.56948852539062,924.1954345703125
0,8,label_Tbqq,128,16,0.2521238923072815,0.4746960699558258,1.5088170766830444,13.630006790161133,33.38047790527344,389.564453125,19.7081356048584,48.14493179321289,626.5618286132812
0,9,label_Tbl,128,16,0.21459989249706268,0.4587719142436981,1.7858175039291382,19.628746032714844,43.19272232055664,564.8671875,27.156389236450195,58.61054229736328,1218.9791259765625
1,0,label_QCD,128,16,0.19765983521938324,0.46715113520622253,2.488744020462036,13.999920845031738,31.46586036682129,597.2748413085938,20.263879776000977,46.28104019165039,786.1725463867188
1,1,label_Hbb,128,16,0.20992043614387512,0.42740604281425476,0.9922600388526917,13.44661808013916,31.388553619384766,355.6722412109375,18.781230926513672,43.51666259765625,646.45263671875
1,2,label_Hcc,128,16,0.2173653542995453,0.41485485434532166,0.9433383941650391,13.802735328674316,31.62750816345215,513.04150390625,20.088104248046875,45.04181671142578,872.6038208007812
1,3,label_Hgg,128,16,0.1919257491827011,0.36603978276252747,0.9738466143608093,9.58301830291748,21.055143356323242,255.87362670898438,14.384017944335938,32.2090950012207,734.6737670898438
1,4,label_H4q,128,16,0.20282365381717682,0.38361597061157227,2.217611312866211,10.369183540344238,23.274229049682617,254.09132385253906,15.31640338897705,33.94743347167969,495.7119445800781
1,5,label_Hqql,128,16,0.19118072092533112,0.382617324590683,1.216887354850769,14.529863357543945,31.642578125,524.3685302734375,20.354816436767578,43.27922821044922,1252.911376953125
1,6,label_Zqq,128,16,0.18733158707618713,0.3759007751941681,0.9202675819396973,14.349990844726562,33.081932067871094,366.06842041015625,20.94843864440918,47.288978576660156,867.0145263671875
1,7,label_Wqq,128,16,0.15856266021728516,0.3071783185005188,1.2953068017959595,16.42824363708496,38.087493896484375,425.6888732910156,26.720050811767578,61.22291564941406,924.1954345703125
1,8,label_Tbqq,128,16,0.27746638655662537,0.5042152404785156,3.0573275089263916,11.044638633728027,25.4549503326416,389.564453125,15.81399154663086,35.95496368408203,517.2342529296875
1,9,label_Tbl,128,16,0.23568987846374512,0.4987502098083496,1.7858175039291382,15.540939331054688,32.59808349609375,545.9666748046875,21.226747512817383,44.00645446777344,1218.9791259765625
2,0,label_QCD,128,16,0.20456723868846893,0.4910518229007721,2.488744020462036,13.732725143432617,31.691129684448242,597.2748413085938,19.886383056640625,45.614505767822266,739.0014038085938
2,1,label_Hbb,128,16,0.2154918760061264,0.4386013150215149,0.9922600388526917,13.502045631408691,32.203346252441406,355.6722412109375,18.897932052612305,44.95639419555664,646.45263671875
2,2,label_Hcc,128,16,0.22364749014377594,0.428000271320343,0.8274053335189819,13.888906478881836,32.58797073364258,513.04150390625,20.189247131347656,46.49197006225586,872.6038208007812
2,3,label_Hgg,128,16,0.1960359364748001,0.3733265697956085,0.9738466143608093,9.6962308883667,21.509653091430664,255.87362670898438,14.556861877441406,32.734256744384766,734.6737670898438
2,4,label_H4q,128,16,0.21078895032405853,0.3996830880641937,2.217611312866211,10.31428337097168,23.651634216308594,233.43881225585938,15.270487785339355,34.496665954589844,633.61962890625
2,5,label_Hqql,128,16,0.1998542994260788,0.4084964096546173,1.1772005558013916,14.393949508666992,32.248416900634766,524.3685302734375,20.1762752532959,45.32442092895508,1252.911376953125
2,6,label_Zqq,128,16,0.1909468024969101,0.38932809233665466,1.1626478433609009,14.795919418334961,36.046043395996094,366.06842041015625,21.51935577392578,50.13639450073242,867.0145263671875
2,7,label_Wqq,128,16,0.16136151552200317,0.31250834465026855,0.9970698952674866,17.018741607666016,40.78936004638672,425.6888732910156,27.75594139099121,65.37247467041016,924.1954345703125
2,8,label_Tbqq,128,16,0.286284863948822,0.5207153558731079,3.0573275089263916,10.810209274291992,25.464311599731445,389.564453125,15.608843803405762,36.50395584106445,517.2342529296875
2,9,label_Tbl,128,16,0.24193403124809265,0.5176377296447754,1.7858175039291382,14.89879035949707,32.65419006347656,545.9666748046875,20.334964752197266,43.997901916503906,1132.95458984375
