fraction,n,success_to_Hqql_rate,flip_rate,mean_delta_margin
0.0,35,0.0,0.0,0.0
0.2,35,0.6571428571428571,0.6857142857142857,2.4362282480512345
0.4,35,0.6857142857142857,0.7142857142857143,2.639973191704069
0.6,35,0.7428571428571429,0.8,2.4758849705968586
0.8,35,0.6571428571428571,0.7142857142857143,2.379654084784644
1.0,35,0.6857142857142857,0.7142857142857143,2.3936070578438895
