group,n,particle0_pid_modes,leading_pid_modes,confidence_mean,missing_pt_proxy_mean,particle0_pt_mean,particle0_pt_rank_mean,particle0_is_lepton_mean,particle0_is_electron_mean,particle0_is_muon_mean,particle0_iso_pt_ratio_mean,particle0_knn_charged_hadron_frac_mean,particle0_knn_electron_frac_mean,particle0_knn_muon_frac_mean,leading_is_lepton_mean,leading_iso_pt_ratio_mean,has_lepton_mean,best_lepton_iso_pt_ratio_mean,deltaR_p0_lepton_mean,deltaR_lead_lepton_mean
Hqql_correct,245,"electron:91, muon:89, charged_hadron:31, photon:19, neutral_hadron:15","electron:91, muon:89, charged_hadron:31, photon:19, neutral_hadron:15",0.9648334469114032,624.8198152718197,243.10542490433673,0.0,0.7346938775510204,0.37142857142857144,0.363265306122449,0.16168706676522615,0.3596938775510204,0.1201530612244898,0.10459183673469388,0.7346938775510204,0.16168706676522615,0.9918367346938776,0.16053855297169592,0.09061365039896271,0.09061365039896271
Hqql_to_Tbl,4,"electron:2, neutral_hadron:1, muon:1","electron:2, neutral_hadron:1, muon:1",0.9224585741758347,527.8428990796036,252.56455993652344,0.0,0.75,0.5,0.25,0.15015713107870646,0.203125,0.234375,0.046875,0.75,0.15015713107870646,1.0,0.15258521131575142,0.07659130732008634,0.07659130732008634
Tbl_correct,248,"muon:111, electron:94, neutral_hadron:16, photon:16, charged_hadron:11","muon:111, electron:94, neutral_hadron:16, photon:16, charged_hadron:11",0.9658553718078521,593.9866365508072,249.06534050356956,0.0,0.8266129032258065,0.3790322580645161,0.4475806451612903,0.16884555746096466,0.3142641129032258,0.1302923387096774,0.1381048387096774,0.8266129032258065,0.16884555746096466,1.0,0.17033167918885553,0.06984301394114452,0.06984301394114452
Tbl_to_Hqql,7,"electron:4, muon:2, charged_hadron:1","electron:4, muon:2, charged_hadron:1",0.7553073252950396,631.9685562965991,295.38319614955356,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.1426175049165783,0.375,0.17857142857142858,0.14285714285714285,0.8571428571428571,0.1426175049165783,1.0,0.14915182635144095,0.06726901235794815,0.06726901235794815
