patch,layer,group,class_id,class_label,n,base_acc,patch_acc,acc_drop,pred_logit_drop
edge_conv_zero,1,edge_conv,4,label_H4q,128,0.8125,0.0,0.8125,296.864013671875
edge_conv_zero,0,edge_conv,4,label_H4q,128,0.8125,0.0,0.8125,228.5597686767578
features_zero,input,all_features,4,label_H4q,128,0.8125,0.0,0.8125,153.26885986328125
feature_group_zero,input,coords_last2,4,label_H4q,128,0.8125,0.0,0.8125,33.155548095703125
edge_conv_zero,2,edge_conv,4,label_H4q,128,0.8125,0.0,0.8125,22.414737701416016
feature_group_zero,input,pid_charge_5_10,4,label_H4q,128,0.8125,0.0,0.8125,7.783603668212891
fc_zero,1,fc,4,label_H4q,128,0.8125,0.0,0.8125,0.953765869140625
fc_zero,0,fc,4,label_H4q,128,0.8125,0.0,0.8125,0.3458218574523926
mask_all_true,input,mask,4,label_H4q,128,0.8125,0.0078125,0.8046875,7.647617340087891
feature_channel_zero,input,part_pt_log,4,label_H4q,128,0.8125,0.0625,0.75,4.136388778686523
feature_group_zero,input,kin_logs_0_4,4,label_H4q,128,0.8125,0.328125,0.484375,8.901761054992676
feature_channel_zero,input,part_charge,4,label_H4q,128,0.8125,0.390625,0.421875,1.610537052154541
feature_channel_zero,input,part_dphi,4,label_H4q,128,0.8125,0.546875,0.265625,4.615020751953125
feature_channel_zero,input,part_isPhoton,4,label_H4q,128,0.8125,0.5546875,0.2578125,1.6140397787094116
feature_channel_zero,input,part_deta,4,label_H4q,128,0.8125,0.59375,0.21875,4.477210521697998
feature_channel_zero,input,part_deltaR,4,label_H4q,128,0.8125,0.6015625,0.2109375,3.970247268676758
feature_channel_zero,input,part_isChargedHadron,4,label_H4q,128,0.8125,0.6328125,0.1796875,1.5022895336151123
feature_channel_zero,input,part_logptrel,4,label_H4q,128,0.8125,0.6796875,0.1328125,3.207404375076294
particle_topk_mask_zero,particles,top_pt,4,label_H4q,128,0.8125,0.765625,0.046875,2.208681106567383
particle_topk_mask_zero,particles,top_energy,4,label_H4q,128,0.8125,0.765625,0.046875,2.208681106567383
particle_topk_mask_zero,particles,high_deltaR,4,label_H4q,128,0.8125,0.765625,0.046875,2.208681106567383
